640,aswin833,GVP
645,kishore965,MVSR
647,hari170,MVSR
648,ajay125,CVR
650,mohmad810,St. Martins
654,hari109,VNR
656,yashashvini737,GITAM
657,laxmi927,St. Martins
663,rohit829,Bapatla
672,taraka ramarao657,CVR
675,taraka ramarao195,GVP
680,yashashvini158,MVSR
685,karthik174,MVSR
687,khan459,St. Martins
694,prem502,MVGR
697,kishore420,Bapatla
698,kholi933,ANITS
703,sujana486,St. Martins
711,rohit601,ANITS
713,kalyan347,CVR
723,mahesh839,ANITS
725,khan807,MGIT
730,sandeep735,MVGR
731,taraka ramarao630,MVGR
736,khan595,St. Martins
742,kholi175,GVP
744,sujana643,MGIT
754,rohit706,VNR
761,rohit131,GITAM
765,sagar942,Bapatla
769,rohit277,GITAM
779,jagan340,VNR
789,dhoni138,GITAM
797,khan224,GITAM
804,dhoni845,VNR
808,mohmad796,GVP
814,kalyan162,GVP
820,pawan222,ANITS
824,kishore351,ANITS
834,chaitu734,VNR
843,kholi653,CVR
853,sandeep362,St. Martins
860,sharma651,CVR
867,vineeth296,St. Martins
876,hari326,ANITS
886,karthik800,GITAM
889,mohmad257,St. Martins
890,chaitu757,Bapatla
897,rohit658,ANITS
899,karthik865,MGIT
909,hari219,VNR
910,virat214,GVP
915,yashashvini898,Bapatla
916,sujana925,St. Martins
917,yashashvini281,MVGR
927,ravi883,VNR
930,mahesh750,MVSR
940,ali311,VNR
946,kishore590,MVSR
948,sandya472,ANITS
952,mohmad208,MVSR
957,sandya505,MGIT
963,ajay851,St. Martins
965,yashashvini667,St. Martins
970,sandya601,GVP
979,kalyan382,Bapatla
980,taraka ramarao403,MVSR
982,ajay446,GVP
989,afreen790,GITAM
991,ajay689,GITAM
1001,sujana784,MGIT
1004,priyanka230,GVP
1011,sagar729,MVSR
1021,rohit613,CVR
1025,aswin451,MGIT
1034,jagan983,MGIT
1042,sharma110,MGIT
1048,chaitu494,MVGR
1058,virat411,VNR
1063,kalyan127,MGIT
1070,pawan377,GITAM
1080,karthik977,Bapatla
1087,hari473,Bapatla
1090,rohit210,MGIT
1093,virat499,MGIT
1098,aswin108,MGIT
1104,jagan197,MGIT
1106,ali336,MVGR
1107,afreen408,GVP
1111,taraka ramarao843,MVGR
1113,sujana871,Bapatla
1118,mohmad853,MGIT
1122,kalyan697,MVGR
1132,jagan313,MVSR
1137,rahul478,GITAM
1141,yashashvini383,GITAM
1145,vishnu459,MVGR
1152,yasasvee366,GITAM
1161,pawan873,MVSR
1169,hari447,ANITS
1179,sandya471,Bapatla
1181,karthik156,MVGR
1183,priyanka274,ANITS
1193,kalyan351,MGIT
1197,vishnu985,St. Martins
1207,rohit366,Bapatla
1209,rohit875,GVP
1210,rohit785,VNR
1215,hari253,MGIT
1220,karthik750,CVR
1224,afreen927,St. Martins
1228,hari423,MVSR
1234,vishnu341,Bapatla
1238,sujana560,MVSR
1246,karthik275,VNR
1255,sharma155,St. Martins
1261,rohit373,MGIT
1269,yashashvini897,GVP
1275,mohmad533,MVSR
1283,khan274,MGIT
1285,khan518,GITAM
1293,dhoni740,MVSR
1298,afreen603,GVP
1308,sandya849,Bapatla
1311,sandeep128,CVR
1321,jagan514,MVGR
1329,vineeth864,GVP
1335,khan859,ANITS
1345,sagar655,MGIT
1352,sujana930,ANITS
1358,jagan782,MVGR
1368,yashashvini624,MVGR
1371,aswin478,MGIT
1380,rahul435,MVGR
1382,yasasvee844,Bapatla
1388,ravi989,CVR
1392,sandya785,GVP
1400,sharma384,GITAM
1406,mahesh914,MGIT
1416,virat208,VNR
1425,vishnu933,VNR
1429,mohmad500,GITAM
1432,laxmi559,CVR
1441,afreen621,CVR
1447,sujana880,St. Martins
1450,dhoni337,MGIT
1451,sandya148,MVGR
1460,kholi143,MVGR
1465,laxmi440,GVP
1475,rahul357,Bapatla
1480,sagar265,MGIT
1489,ravi471,St. Martins
1497,ajay672,MVSR
1506,sharma923,GVP
1511,virat746,MGIT
1517,sandya695,CVR
1521,sujana507,GVP
1529,laxmi142,St. Martins
1538,chaitu948,St. Martins
1542,aswin665,Bapatla
1547,priyanka593,St. Martins
1557,vishnu915,Bapatla
1558,yasasvee252,GVP
1568,afreen116,Bapatla
1578,kholi587,MVSR
1586,taraka ramarao852,GVP
1590,vineeth262,ANITS
1594,vineeth819,VNR
1601,kishore673,ANITS
1608,hari392,MGIT
1614,sagar222,ANITS
1615,prem902,GITAM
1616,sandya244,ANITS
1621,virat397,MVSR
1627,afreen978,Bapatla
1631,karthik626,MVGR
1638,ajay617,VNR
1644,hari771,GITAM
1654,kishore709,CVR
1660,sandeep106,St. Martins
1670,prem130,MVSR
1675,mahesh125,ANITS
1681,aswin305,MGIT
1690,sujana313,Bapatla
1698,sujana334,CVR
1702,taraka ramarao273,GVP
1712,sujana551,St. Martins
1719,pawan593,Bapatla
1725,yasasvee406,MGIT
1733,mahesh209,MVSR
1734,virat146,CVR
1736,sandeep336,VNR
1740,sandeep744,MGIT
1745,yashashvini721,ANITS
1746,kishore180,ANITS
1752,vineeth696,GITAM
1753,kholi318,ANITS
1759,sandya580,St. Martins
1761,vishnu932,CVR
1771,rahul454,GITAM
1773,aswin661,MGIT
1774,laxmi219,MVSR
1780,pawan485,MVSR
1788,afreen489,MVSR
1798,kalyan208,MVSR
1807,sagar663,VNR
1814,mahesh893,GVP
1824,sharma135,GVP
1834,kishore368,MVSR
1840,dhoni136,St. Martins
1847,taraka ramarao701,CVR
1854,aswin245,CVR
1862,kholi428,MVSR
1864,pawan987,St. Martins
1870,kholi326,MVSR
1871,ali843,MVSR
1881,sandeep829,St. Martins
1890,sandya817,ANITS
1891,karthik127,St. Martins
1899,kalyan381,Bapatla
1908,yashashvini112,St. Martins
1916,vineeth905,MVGR
1924,yasasvee705,St. Martins
1933,ajay731,GITAM
1934,vishnu575,ANITS
1943,hari957,Bapatla
1948,sandya994,ANITS
1953,priyanka614,CVR
1961,ajay758,VNR
1970,taraka ramarao335,MVSR
1976,vishnu950,GVP
1985,hari280,MGIT
1995,chaitu997,CVR
1996,priyanka716,MVSR
2004,dhoni424,MVSR
2005,yashashvini449,St. Martins
2012,rohit905,MVGR
2013,khan307,GVP
2018,rohit945,GITAM
2022,ajay840,CVR
2031,aswin481,MGIT
2041,priyanka405,MVSR
2050,kalyan479,ANITS
2054,aswin786,CVR
2064,kholi746,MGIT
2065,vineeth838,CVR
2070,aswin848,MVSR
2071,taraka ramarao875,MVGR
2076,taraka ramarao538,GITAM
2083,hari639,VNR
2085,kholi574,GVP
2091,sharma660,MVGR
2095,ravi291,CVR
2103,mahesh365,ANITS
2105,priyanka839,CVR
2108,hari137,MVSR
2111,mahesh395,GVP
2114,taraka ramarao995,GITAM
2117,chaitu256,GVP
2126,ravi820,GVP
2136,kholi316,MGIT
2139,rohit386,MVGR
2146,ajay263,GVP
2154,karthik534,MVSR
2161,yasasvee136,CVR
2165,sharma215,MGIT
2173,sagar183,MVSR
2182,taraka ramarao453,VNR
2190,dhoni880,Bapatla
2195,sandeep853,MVSR
2199,rohit362,MVSR
2209,kholi294,CVR
2219,pawan770,CVR
2228,karthik363,GITAM
2233,sandya329,VNR
2241,kholi734,GITAM
2243,kishore903,GITAM
2246,sagar173,ANITS
2255,karthik766,ANITS
2258,prem153,MVGR
2260,aswin406,GITAM
2266,taraka ramarao620,CVR
2275,virat150,St. Martins
2279,hari738,MVGR
2285,dhoni396,Bapatla
2293,ravi266,VNR
2299,sandeep559,MVGR
2307,taraka ramarao295,MVSR
2315,aswin298,Bapatla
2324,sharma864,St. Martins
2327,rahul160,CVR
2329,virat123,CVR
2332,yasasvee928,St. Martins
2334,yashashvini546,St. Martins
2335,afreen122,ANITS
2339,sagar682,CVR
2345,mohmad564,St. Martins
2346,mahesh581,MGIT
2347,sharma710,MVGR
2349,ali203,CVR
2358,sagar494,GITAM
2359,dhoni884,MGIT
2363,kholi359,St. Martins
2370,karthik796,ANITS
2371,kishore158,ANITS
2377,aswin427,ANITS
2387,vineeth985,St. Martins
2396,jagan411,St. Martins
2406,sharma464,GVP
2415,rohit534,ANITS
2424,khan971,GVP
2434,priyanka471,MVGR
2439,priyanka879,VNR
2449,afreen614,MGIT
2453,sujana923,GITAM
2462,hari675,St. Martins
2467,yashashvini600,VNR
2472,chaitu489,VNR
2473,jagan794,MVSR
2482,vishnu659,GVP
2484,karthik883,GITAM
2486,hari198,VNR
2496,mohmad202,GVP
2497,chaitu750,Bapatla
2506,chaitu764,MVGR
2511,sujana131,MGIT
2515,rahul735,ANITS
2523,ali762,ANITS
2528,ali749,ANITS
2532,kalyan218,CVR
2538,pawan752,Bapatla
2543,priyanka820,VNR
2552,virat337,GVP
2554,khan466,MVGR
2562,virat996,GVP
2567,sharma880,Bapatla
2575,yashashvini101,ANITS
2576,vineeth541,GITAM
2579,khan995,St. Martins
2587,yashashvini101,GVP
2597,sujana761,ANITS
2607,mohmad912,Bapatla
2614,rohit900,GVP
2621,aswin279,MVGR
2627,khan626,MVSR
2636,sharma763,GVP
2646,sagar209,ANITS
2649,kalyan151,MVGR
2656,dhoni171,GVP
2666,hari194,Bapatla
2668,virat673,CVR
2669,sandeep658,St. Martins
2678,mahesh199,CVR
2684,sagar578,MGIT
2689,kishore598,MVSR
2690,karthik539,MGIT
2697,vineeth700,MVGR
2703,sagar731,St. Martins
2704,rohit577,Bapatla
2708,mahesh167,GITAM
2717,laxmi382,MVSR
2722,virat228,MGIT
2731,yasasvee518,MVSR
2736,kishore744,Bapatla
2737,ravi376,GITAM
2743,sharma956,MGIT
2753,mahesh497,St. Martins
2761,sharma805,ANITS
2769,aswin373,MGIT
2779,laxmi504,GVP
2786,ajay222,VNR
2790,vishnu168,CVR
2797,sagar558,MGIT
2802,rahul988,MVGR
2803,vineeth705,MGIT
2811,dhoni583,MVSR
2818,sandeep111,GITAM
2825,prem132,MVGR
2832,mohmad236,MVGR
2836,ajay638,CVR
2838,hari788,MVSR
2841,rohit521,VNR
2848,kishore524,MVSR
2856,kalyan674,Bapatla
2861,afreen505,VNR
2867,taraka ramarao129,MVSR
2875,jagan725,GVP
2885,mahesh950,St. Martins
2888,prem990,MGIT
2892,sujana818,CVR
2893,vishnu934,MVSR
2901,karthik796,GITAM
2911,laxmi884,MGIT
2916,taraka ramarao412,MVGR
2924,ravi366,St. Martins
2930,laxmi306,ANITS
2932,mahesh276,Bapatla
2938,ali661,MGIT
2940,khan564,MVSR
2950,rohit230,GITAM
2954,mahesh772,GVP
2957,khan638,MVGR
2961,vineeth389,CVR
2966,taraka ramarao912,ANITS
2972,kholi642,MVSR
2982,kholi564,MGIT
2989,yashashvini135,VNR
2992,pawan279,CVR
2997,vineeth256,GVP
3006,karthik262,ANITS
3012,vishnu810,CVR
3020,rohit147,ANITS
3027,rohit697,GITAM
3037,vineeth767,MGIT
3046,sagar306,GITAM
3049,aswin637,St. Martins
3054,sharma290,VNR
3056,pawan292,St. Martins
3062,chaitu858,MVGR
3070,sharma175,St. Martins
3079,dhoni420,VNR
3086,ali528,VNR
3090,yasasvee766,GITAM
3097,kishore113,ANITS
3098,kholi419,St. Martins
3100,sagar133,Bapatla
3108,virat479,Bapatla
3118,sagar799,MGIT
3126,afreen590,ANITS
3134,kalyan640,GVP
3143,pawan279,Bapatla
3146,kholi691,ANITS
3153,khan703,VNR
3154,mohmad903,MGIT
3162,sujana237,CVR
3164,jagan898,MGIT
3170,ali821,CVR
3174,mahesh470,ANITS
3182,laxmi478,GITAM
3192,sagar561,Bapatla
3198,ajay265,CVR
3208,kishore772,MVGR
3209,prem717,Bapatla
3213,virat742,Bapatla
3220,mahesh922,VNR
3226,chaitu828,MGIT
3235,chaitu813,MGIT
3236,prem771,GVP
3243,mahesh285,ANITS
3245,mahesh206,GVP
3250,afreen819,GITAM
3257,yasasvee832,MVGR
3263,pawan263,ANITS
3269,yasasvee189,ANITS
3271,sandeep514,VNR
3279,mohmad988,MVGR
3285,taraka ramarao414,GVP
3286,dhoni933,CVR
3294,mohmad999,MGIT
3301,khan261,ANITS
3305,mohmad312,MGIT
3312,yasasvee720,MVSR
3313,virat555,MVSR
3319,kishore440,ANITS
3329,virat631,St. Martins
3334,kholi370,GVP
3340,aswin247,MGIT
3341,sandya933,GVP
3343,sandeep117,Bapatla
3346,aswin405,GITAM
3351,jagan286,VNR
3359,laxmi733,ANITS
3363,mohmad337,VNR
3372,vineeth939,MVSR
3378,vineeth245,St. Martins
3381,ali501,MVGR
3391,taraka ramarao147,Bapatla
3399,rohit351,Bapatla
3402,aswin739,Bapatla
3408,sagar237,GVP
3413,mohmad627,CVR
3420,kholi865,GITAM
3430,khan894,MVGR
3440,taraka ramarao371,Bapatla
3445,virat579,GITAM
3450,rahul653,GITAM
3458,rohit441,MVGR
3461,ravi201,ANITS
3468,laxmi653,MVSR
3469,aswin894,St. Martins
3478,vishnu559,GVP
3488,sharma953,ANITS
3494,karthik493,GVP
3495,virat395,MVSR
3497,aswin810,ANITS
3503,taraka ramarao808,GVP
3506,sagar672,CVR
3512,sandya481,St. Martins
3521,rahul702,MVGR
3523,hari372,St. Martins
3532,kalyan493,MVGR
3536,pawan298,Bapatla
3541,priyanka169,ANITS
3549,hari506,VNR
3555,chaitu503,MVSR
3564,virat628,ANITS
3572,sharma128,St. Martins
3581,pawan652,MVSR
3582,sandeep925,MGIT
3591,sharma340,CVR
3598,jagan861,CVR
3606,vishnu152,CVR
3615,yasasvee746,MGIT
3619,dhoni121,MVGR
3626,khan671,GVP
3634,rahul896,MVSR
3644,yashashvini684,GVP
3648,yasasvee398,ANITS
3654,rahul882,MVSR
3658,khan129,Bapatla
3666,laxmi812,ANITS
3673,sandeep298,St. Martins
3679,vineeth799,ANITS
3683,sagar690,MVSR
3685,aswin756,VNR
3695,sharma523,St. Martins
3697,vishnu443,GVP
3703,vishnu924,MVGR
3706,rohit154,MVSR
3711,sagar219,Bapatla
3716,chaitu432,MVGR
3719,pawan902,GVP
3728,kalyan959,GITAM
3730,sujana309,MVGR
3735,mahesh257,GITAM
3740,khan459,GITAM
3741,vishnu462,ANITS
3750,hari110,MVGR
3753,yashashvini268,St. Martins
3756,sandeep652,CVR
3764,mohmad274,GVP
3768,yashashvini277,GITAM
3776,sandeep382,MGIT
3781,sandeep634,St. Martins
3782,prem431,ANITS
3788,sagar927,MVGR
3796,sandeep154,St. Martins
3800,priyanka862,MGIT
3803,pawan669,MVSR
3804,ravi781,MGIT
3807,aswin467,MVGR
3815,sharma424,MVSR
3824,laxmi223,VNR
3826,pawan583,MVSR
3828,mohmad639,VNR
3838,jagan367,CVR
3845,taraka ramarao897,CVR
3855,priyanka956,MVSR
3864,afreen584,CVR
3870,yasasvee960,MGIT
3872,afreen732,MGIT
3875,ajay912,GITAM
3876,hari225,VNR
3882,hari714,MGIT
3889,rohit275,GITAM
3897,ravi483,MGIT
3898,taraka ramarao646,Bapatla
3906,pawan913,St. Martins
3907,rahul769,Bapatla
3910,priyanka292,GITAM
3919,taraka ramarao648,GVP
3921,ali273,MVSR
3929,virat791,ANITS
3939,taraka ramarao830,GVP
3947,mohmad790,CVR
3951,yasasvee453,CVR
3960,taraka ramarao763,St. Martins
3969,vishnu520,VNR
3978,vishnu660,St. Martins
3980,taraka ramarao169,ANITS
3985,sandya518,Bapatla
3993,aswin766,GITAM
3996,pawan973,MGIT
4006,taraka ramarao438,MGIT
4010,chaitu486,MVSR
4019,kholi150,St. Martins
4026,rahul767,GITAM
4034,rahul948,GVP
4044,vineeth267,MVGR
4048,chaitu131,MVSR
4049,rohit892,MGIT
4050,taraka ramarao808,Bapatla
4051,kalyan332,GVP
4060,mohmad969,MVGR
4065,yasasvee621,MGIT
4072,virat198,ANITS
4081,virat598,MVSR
4084,laxmi518,GITAM
4087,laxmi427,Bapatla
4088,aswin363,MVGR
4089,aswin401,VNR
4096,kalyan566,St. Martins
4099,ali414,GITAM
4107,hari860,VNR
4116,mahesh244,St. Martins
4118,hari797,VNR
4120,dhoni237,GVP
4127,yashashvini924,CVR
4131,yasasvee686,MGIT
4136,hari946,GVP
4141,prem915,GITAM
4149,ali705,CVR
4158,vineeth290,CVR
4160,jagan791,CVR
4166,sandeep593,ANITS
4175,kholi898,MVGR
4179,jagan544,St. Martins
4183,chaitu255,St. Martins
4193,karthik227,Bapatla
4200,virat330,GITAM
4207,taraka ramarao395,MVSR
4214,sandeep297,GVP
4221,sharma842,MGIT
4222,dhoni206,MGIT
4228,khan772,MVSR
4233,kholi162,St. Martins
4238,kishore667,CVR
4246,ajay468,MVSR
4254,karthik361,CVR
4263,sharma280,MVSR
4265,sujana160,ANITS
4271,laxmi614,GITAM
4281,kishore774,Bapatla
4288,vineeth591,CVR
4292,ajay830,ANITS
4301,vineeth496,GVP
4309,sharma507,MVSR
4319,yasasvee181,St. Martins
4329,ajay115,MVSR
4336,sujana605,VNR
4337,khan583,MVSR
4339,rohit519,GITAM
4343,ravi347,GITAM
4344,mahesh892,GVP
4352,karthik575,ANITS
4360,mahesh474,VNR
4362,jagan966,MVGR
4370,yasasvee788,MVGR
4380,sujana599,GITAM
4389,sagar207,CVR
4390,mahesh618,GVP
4397,prem850,Bapatla
4406,sandya423,MGIT
4415,sharma292,VNR
4417,pawan819,CVR
4426,sharma443,MVSR
4430,kholi181,VNR
4439,laxmi315,CVR
4443,sagar862,MVGR
4452,jagan501,CVR
4456,sharma572,GITAM
4460,khan314,MVGR
4467,jagan573,GITAM
4477,sandya943,ANITS
4482,ravi228,ANITS
4490,khan470,ANITS
4497,sagar979,MVGR
4503,khan381,MVSR
4511,chaitu946,CVR
4521,kholi513,GITAM
4523,kholi766,GVP
4527,laxmi106,MVGR
4529,virat423,ANITS
4537,ravi562,ANITS
4542,mohmad266,VNR
4548,kishore195,CVR
4558,vineeth534,VNR
4561,taraka ramarao308,MGIT
4563,karthik709,MGIT
4565,jagan277,Bapatla
4572,priyanka877,St. Martins
4577,dhoni263,MGIT
4580,mohmad331,Bapatla
4588,kalyan923,St. Martins
4595,sandeep905,MGIT
4597,dhoni568,MVSR
4607,jagan361,MVSR
4609,karthik289,GITAM
4616,chaitu106,GITAM
4620,ajay536,GITAM
4623,mahesh238,MVSR
4630,kalyan121,CVR
4634,prem759,ANITS
4640,pawan325,CVR
4644,yashashvini651,St. Martins
4651,rahul769,VNR
4660,ravi513,MGIT
4670,mahesh225,CVR
4671,mohmad988,MVSR
4673,yashashvini790,GVP
4676,ravi868,Bapatla
4684,rahul449,VNR
4694,pawan881,MVGR
4695,khan860,GITAM
4701,ravi135,CVR
4710,laxmi169,St. Martins
4714,virat671,ANITS
4717,virat440,MGIT
4725,yashashvini446,VNR
4734,laxmi469,Bapatla
4738,ajay203,St. Martins
4743,mahesh597,ANITS
4753,ajay349,MVGR
4761,pawan587,CVR
4767,mohmad983,St. Martins
4776,hari319,MVGR
4781,jagan507,MVGR
4787,pawan844,VNR
4789,jagan650,CVR
4798,prem323,MVSR
4800,vishnu120,Bapatla
4807,rahul119,VNR
4814,mahesh834,VNR
4822,jagan914,St. Martins
4829,laxmi389,GVP
4834,dhoni400,CVR
4843,vineeth752,CVR
4847,yashashvini751,CVR
4856,kalyan457,GVP
4862,karthik236,GVP
4863,afreen927,GITAM
4869,vishnu116,MVGR
4877,ali592,MVSR
4879,afreen396,GVP
4880,kholi416,MGIT
4889,priyanka852,CVR
4897,afreen175,MVGR
4898,sandeep163,GVP
4901,rohit698,GVP
4903,prem595,VNR
4905,chaitu466,St. Martins
4909,taraka ramarao580,CVR
4910,mohmad537,Bapatla
4912,prem265,VNR
4915,sagar127,CVR
4920,ajay142,GVP
4922,ajay772,GVP
4924,chaitu843,ANITS
4927,kholi442,ANITS
4936,ravi664,CVR
4943,jagan416,MGIT
4950,ajay191,MGIT
4951,virat727,ANITS
4952,mohmad245,St. Martins
4955,rahul855,MVGR
4965,mohmad956,VNR
4971,sujana609,MGIT
4973,sagar258,Bapatla
4976,dhoni515,Bapatla
4980,karthik691,MVGR
4987,kishore120,MGIT
4995,sagar965,MVGR
5004,yashashvini141,ANITS
5010,pawan495,GITAM
5019,chaitu669,MGIT
5029,vineeth207,St. Martins
5034,taraka ramarao259,MVSR
5044,vishnu559,MGIT
5047,sandeep975,MVSR
5054,sandya531,Bapatla
5058,laxmi262,ANITS
5066,priyanka914,GVP
5072,laxmi879,CVR
5076,kholi474,MGIT
5081,vishnu347,GVP
5086,vishnu903,Bapatla
5089,rahul656,MGIT
5097,dhoni840,GITAM
5105,rohit203,CVR
5109,khan457,VNR
5115,ravi878,CVR
5125,mahesh252,Bapatla
5131,sharma882,St. Martins
5138,vineeth571,MVSR
5147,kalyan547,ANITS
5153,chaitu256,St. Martins
5156,hari147,ANITS
5161,vishnu881,GVP
5163,ravi499,MVSR
5164,dhoni885,MVSR
5165,kishore840,GITAM
5168,dhoni174,MVGR
5172,rohit352,MVGR
5177,sujana460,St. Martins
5187,ravi940,MGIT
5190,laxmi700,MVSR
5193,sandya669,MVSR
5202,jagan730,GITAM
5207,afreen691,MVSR
5210,khan786,St. Martins
5211,dhoni618,ANITS
5217,sujana164,Bapatla
5223,dhoni138,MVGR
5227,rahul384,St. Martins
5231,dhoni296,Bapatla
5238,priyanka116,MGIT
5239,vishnu680,Bapatla
5242,priyanka136,VNR
5249,sandeep966,GVP
5254,sandeep584,GVP
5255,mohmad460,MVGR
5265,kholi331,VNR
5275,virat755,GITAM
5285,sandeep952,MVSR
5293,kishore970,GVP
5295,kalyan999,St. Martins
5300,ali952,ANITS
5303,rahul284,MVSR
5306,rahul885,GITAM
5310,sandya489,GVP
5317,chaitu500,MGIT
5327,jagan508,MVSR
5328,priyanka141,Bapatla
5332,jagan607,MGIT
5342,yasasvee755,GVP
5347,mahesh186,ANITS
5350,kalyan340,GITAM
5357,hari655,MVSR
5363,sharma588,MGIT
5371,vishnu169,ANITS
5374,rohit955,CVR
5383,ajay301,GITAM
5386,mohmad298,VNR
5388,kalyan615,St. Martins
5390,pawan417,GVP
5395,sharma672,GVP
5400,sharma768,MVGR
5403,sagar367,VNR
5406,chaitu338,VNR
5409,ali406,ANITS
5415,sujana137,St. Martins
5425,kholi329,MVSR
5427,rohit919,Bapatla
5430,ali593,GVP
5437,vineeth848,GVP
5444,ajay321,VNR
5454,sandya259,GVP
5457,pawan205,CVR
5464,laxmi692,ANITS
5469,vishnu448,MVSR
5472,kalyan430,MGIT
5475,ravi995,GITAM
5485,sagar257,CVR
5494,vishnu341,GITAM
5499,kholi797,Bapatla
5509,khan610,St. Martins
5514,priyanka837,MVSR
5520,mahesh975,MGIT
5521,sharma212,ANITS
5528,afreen794,St. Martins
5532,yashashvini867,CVR
5533,vishnu154,ANITS
5534,ajay898,ANITS
5540,sharma865,GVP
5545,jagan838,Bapatla
5554,rohit584,MVGR
5556,sagar257,MVGR
5559,prem803,ANITS
5567,ajay340,MGIT
5568,kholi840,ANITS
5573,ajay299,GITAM
5577,laxmi963,GVP
5581,kalyan118,ANITS
5584,rohit190,St. Martins
5593,ravi606,VNR
5596,priyanka302,MVSR
5603,vineeth596,MVGR
5608,sharma668,CVR
5618,karthik832,VNR
5627,karthik510,GVP
5630,afreen665,MGIT
5636,kholi615,GVP
5646,sandya653,MVGR
5653,virat420,MVGR
5654,karthik694,ANITS
5662,rohit476,St. Martins
5663,ravi886,MVGR
5671,pawan662,MVSR
5674,jagan444,GITAM
5676,kishore942,MGIT
5679,khan815,GITAM
5689,aswin951,Bapatla
5690,taraka ramarao303,MGIT
5691,mohmad743,VNR
5693,ali633,MVSR
5699,ajay866,VNR
5703,chaitu303,MGIT
5710,dhoni889,GITAM
5715,mahesh531,ANITS
5723,afreen862,Bapatla
5732,dhoni142,VNR
5740,ravi617,MVGR
5749,ali466,MVSR
5750,prem978,CVR
5760,ali935,MGIT
5762,kholi519,GVP
5772,khan712,ANITS
5782,kalyan886,GITAM
5791,khan275,MGIT
5801,virat481,VNR
5807,sagar622,MGIT
5816,kishore292,ANITS
5817,mahesh194,MVSR
5827,yasasvee979,MVGR
5832,kalyan274,CVR
5838,sandya885,CVR
5843,ali887,MGIT
5845,karthik149,CVR
5849,vishnu396,Bapatla
5858,aswin583,MVGR
5867,virat497,Bapatla
5870,sandya823,MGIT
5874,kholi707,VNR
5883,hari144,GVP
5892,kholi274,MVGR
5895,afreen265,MGIT
5901,prem426,Bapatla
5902,rohit751,GVP
5911,kishore670,ANITS
5912,ali558,St. Martins
5913,ravi727,ANITS
5914,rahul143,MVGR
5916,ravi386,ANITS
5919,prem393,CVR
5928,taraka ramarao437,GVP
5933,vishnu389,VNR
5934,chaitu822,CVR
5937,jagan333,VNR
5938,yashashvini776,MVGR
5940,dhoni641,GITAM
5941,aswin152,MVGR
5942,yashashvini617,GVP
5948,pawan960,MVGR
5954,mohmad445,VNR
5960,kholi623,GITAM
5965,sandeep567,CVR
5974,yashashvini822,St. Martins
